reviewText,subjectivity,enhanced_subjectivity
"When they arrived tonight, I tried to think of a way to describe how small they are...the ark, for example - a nickel can fit inside, with a little extra on the sides.",0.0,0.0
You can't find your mp4 and other video files.,0.0,0.0
I would highly recommend this product to anyone needing a nice quality cable.,1.0,1.0
"If you are looking for the star effect filters, are a casual photographer, and don't mind the lack of a rotating cell, these star filters should fill your needs nicely.",1.0,1.0
It also made my left earcup of the headphone warm.,0.0,0.0
My only wish is that it held more bullets.,1.0,1.0
Once of the drawer-fronts was damaged--in the process of getting that piece replaced.,0.0,0.0
Great price and the quality is outstanding all parts are very secure.,1.0,1.0
This seller has them at a great price.,1.0,1.0
"Logitech seems to be unconcerned about this problem and just keep repeating the ""work arounds"" that only sometimes work.",1.0,1.0
"I knew what the item actually is so was not upset but the listing needs to be fixed:  This is not a ""Buff"" it is a ""Half Buff"", as it very clearly says on the card it is attached to when it is shipped.",0.0,0.0
But it is back to zip ties or Velcro for me.,0.0,0.0
Just so happened to drop my laptop and the case protected my laptop very well and still remained in tact.,0.0,0.0
Quality materials.,0.0,0.0
This is a very sweet speedloader.,1.0,1.0
"Love, tree skirt is beautiful especially for the price.",1.0,1.0
The length and width was perfect for my Jacuzzi tub/shower combo.,1.0,1.0
This was not as helpful as I thought it would be.,0.0,0.0
I prefer these over the Nvidia glasses as they are much more comfortable.,1.0,1.0
The eject button for the attachments works well and isn't in a spot where  you coupd accidentally  bump it.,0.0,0.0
This water bowl was figured out and designed by someone very observant and their canine assistant...no doubt.,0.0,0.0
She uses them to store blankets and kitchen supplies at our cabin.,0.0,0.0
I have been using these 5 times a week on program 3 level 75 for 4 weeks now and they do work for toning.,0.0,0.0
"I was put on hold, then given the run around.",0.0,0.0
Great quality cable.,1.0,1.0
"The characters also have interchangeable torsos, arms, legs, and boots that snaps-in easily to connect.",1.0,1.0
"Had this unit worked this well out-of-the-box and not needing to fiddle with some hidden settings, it would likely have rated 5 stars.",1.0,1.0
"It washes well, and I will definately purchase it again once it wears out.",0.0,0.0
"I can honestly say I've never cut up a watermelon so easily, so quickly, or so mess-free in my life.",1.0,1.0
"It's a good alarm clock but the light isn't as strong as a lamp, which is too bad.",1.0,1.0
It's kind of like a bobble head.,1.0,1.0
I think I'll look at the portion ones next as it would be easy to out chicken and veggies and fruit etc.,,1.0
"As far as what to do for the rest of the winter I am not sure if I will try another Grizzly or a competitors bag at this point, I just hate the thought of spending this much again in 2 months time on another sleeping bag.",1.0,1.0
Yamaha should allow the user to specify which of any of the channels are using external amplification (I'm using 7 channels of external amplification).,0.0,0.0
Excellent quality!!,1.0,1.0
Only giving 3 stars because I see $200 as way too high.,1.0,1.0
Very happy!,1.0,1.0
Wonderful idea !,1.0,1.0
Is randomizing really that hard to program in 2013?,0.0,0.0
super easy install;  but did not work on my xbox to stop RROD.,1.0,1.0
I will update in a few weeks.,0.0,0.0
"For daily use, it's a bit of a hassle to keep clean.",0.0,0.0
I would give it 4.5 stars if possible.,1.0,1.0
There was a surprise 50% sale when I got to the checkout page.,0.0,0.0
Also I now receive many compliments not only on the look but how great my hair smells.,1.0,1.0
UPDATE - It's October - 3 months now and the carrier is starting to develop small cracks along the sides.,0.0,0.0
Very functional pouch: durable and well made product.,0.0,0.0
"This was ordered for my Grandson and he is extremely happy with this case, he can keep all of the lego pieces he is working with in the case, helping him to become organized.",1.0,1.0
Followed all the instructions.,0.0,0.0
I collect Christmas ornament and when I saw this one for our 25th wedding anniversary I had to have it.,0.0,0.0
"More important, for my needs, with the 4 spike filter than the 6 or 8 spike versions.",1.0,1.0
I find I have to sort of steer the blade and vegetable/fruit to keep it centered on the blade and from wobbling around.,0.0,0.0
I'm trying to break it in and see if that goes away a bit.,0.0,0.0
"That said, the blanket is very soft, very light, thin.",1.0,1.0
"It's ok but it moves too much, I  didn't want make holes on the wall to support the back, they should invent another way to keep it steady.",0.0,0.0
"The food dish doesn't click in well either, so my cats were pulling it free from the feeder.",1.0,1.0
Totally misrepresented in what I think is an important way in the photos.,1.0,1.0
So glad we got this!,1.0,1.0
There are several that appear to be from other countries.),0.0,0.0
"In other words no big lenses, lighting gear, fish-poles, etc.",0.0,0.0
"Love this Griddle, easy to make pancakes, easy to clean.",1.0,1.0
It is a very nice backpack.,1.0,1.0
"About a mile from home -- 50 minutes after I left, never leaving coverage -- 92 separate warnings appeared (78 + the 14).",0.0,0.0
"Additionally, in instances where traffic does appear on the route, the warning appears in the small panel but no warning appears on the main screen.",0.0,0.0
"Not too terribly safe, so be very careful!",1.0,1.0
"They feel good on his legs, do serve to keep him warm and he wears them everyday and not only when he is traveling.",1.0,1.0
not perfectly accurate,1.0,1.0
I put them on my ar15 pistol to help keep the weight down.,0.0,0.0
My 18 month old loves this!,0.0,0.0
"Barely fits 1 of my 12.5"" and does not fit the other.",0.0,0.0
This little is great afte a year of use.,1.0,1.0
A big selling point for me was the fact that there is only one side of the ears that has a cord instead of two.,,0.0
I purchased this PSU for use with my EVGA SR-2 dual core Xeon motherboard.,0.0,0.0
I've found that he especially likes if the tail is rolled up into a ball around the end and then the wand is moved side to side.,1.0,1.0
Color was accurate and I sort of wish they'd cover up the Apple log in the back instead of exposing it.,0.0,0.0
Works perfectly with the C-Loop (mini and full size).,1.0,1.0
The auto focus doesn't work but the manual focus is very easy.,1.0,1.0
"It is a great bargain at the price also, I am very pleased.",1.0,1.0
They manage liquids that are cold or hot well.,1.0,1.0
The third is the Sony TX5 waterproof camera.,0.0,0.0
Made my first sushi roll already!,0.0,0.0
I only use my bike rack on alternating weekends.,1.0,1.0
SADP Tool will not install properly on Windows XP.,0.0,0.0
Good price too,1.0,1.0
"Seriously, I should have only bought this for my son for Christmas.",1.0,1.0
Next I tried the recipe that came with the pan of pasta and salmon and it made the entire dish in 15 minutes (once the water started boiling of course).,0.0,0.0
The handles are sturdy and comfortable and the pans themselves are not heavy at all.,1.0,1.0
I wrapped the leaves each in a felt bag and then put them both in a plastic zippered storage bag.,0.0,0.0
"For an affordable mattress protector, this is tops!",0.0,0.0
Can be used for other things too my wife says.,0.0,0.0
And I also discovered that this issue is not only exclusive to this tablet but most devices running kitkat 4.4 upwards.,1.0,1.0
The passport itself is nice.,1.0,1.0
Pretty straight forward.,1.0,1.0
Kittens will scratch and this will save your sanity and your furniture.,0.0,0.0
It's now been up for over a week w/banana's hanging since day 2 and it's holding strong with no signs of it un-sticking yet.,1.0,1.0
"Easy to store, easy to clean.",1.0,1.0
"I especially like being able to view my Android phone's files, and SMS messages from the tablet (via Kies Air).",1.0,1.0
Plenty of trains and tracks.,0.0,0.0
Good product.,1.0,1.0
And when it did light up the face was hard to read.,1.0,1.0
"Works well, you would need 2 per bike and 44 inch apart
Pilot drill with 1/4",0.0,0.0
"It seems well made and pretty intuitive to use, and the HL one is pretty bright.",1.0,1.0
"As long as you're not climbing anything all that steep, this cassette is wonderful.",1.0,1.0
I ended up making food in my instant pot and transferring the food into it whenever I need to bring a dish to the potluck.,1.0,1.0
"So, it can turn into a pretty expensive hobby.",1.0,1.0
This GPS has a defective/faulty/inadequate traffic processor.,0.0,0.0
"Great Deal, fast delivery, works perfect",1.0,1.0
"ALL cables run behind the mobo, VERY clean, cable management is perfect.",1.0,1.0
Marginal use w/ Lee 4 Hole Turret Press using dies w/ hex adj.,0.0,0.0
It makes cleaning the hair out easy!,1.0,1.0
If I had read better I would've known they were tiny... so no much of a surprise there.,0.0,0.0
I've had this running outside as a complimentary filter for my 300G fish pond.,0.0,0.0
Works well.,0.0,0.0
Absolutely worth the money!,0.0,0.0
It did not survive.,0.0,0.0
The length strikes me just a bit closer to the knee than the model in the picture (Im 5-11 and 200lbs.),0.0,0.0
"Anyhow, maybe they are useful for certain things, I don't find them so useful... cannot find a special use for them now.",0.0,0.0
The one plus of that aforementioned infernal beep.,0.0,0.0
Great way to organize my plates and gain more space in my cupboard.,1.0,1.0
"No matter what type of gamer you are, from casual to pro, even if you've never picked up a controller in your life, if you own a Wii, you must play this game.",1.0,1.0
Great stand for any Gundam Model!,1.0,1.0
Id buy it again!,0.0,0.0
Lots of tactile stimulation.,0.0,0.0
"PLEASE READ THIS PART
this is only a screen replicator.",1.0,1.0
The vet says both dogs have beautiful teeth!,1.0,1.0
I bought this as a gift for a friend who loves pugs.,0.0,0.0
The straw is a bit more of a challenge and you can just soak it in the sink in hot water to clean it out - but I'm going to venture that the straw will wind up in a drawer and rarely used because of wanting to keep it clean.,1.0,1.0
"Most of them are great, but this one needs to be recalled.",1.0,1.0
Lots of room,0.0,0.0
She especially liked the two lenses.,1.0,1.0
"It is so easy to use, esspecialy when using a small cookie scoop to fill it.",1.0,1.0
The backlighting pictured on the product page clearly shows the entire key is backlit including the character symbols.,1.0,1.0
What can you say....it holds shells.,0.0,0.0
"Overall, I think this would be a decent unit if you are looking to store some items in a bathroom or closet and do not need to worry about the sturdiness of it.",0.0,1.0
on it could not be extended to use the free space because a Windows recovery partition was between the boot partition and the empty unallocated space.,1.0,1.0
"It was expensive, but I am hard on Stylus.",1.0,1.0
WOrked for a year.,0.0,0.0
"I got size H and am a 12 US size shoe, not very snug but haven't had and falling off issues",0.0,0.0
And I wanted to use it to play some retro games via an emulator.,0.0,0.0
I like the warranty.,0.0,0.0
This is perfect.,1.0,1.0
"I use them for emergency lights with my solar system, and for home automation lights.",0.0,0.0
"When trying to make precise movements, the mouse would stall and then skip.",1.0,1.0
This accessory kit is good for the price.,1.0,0.0
It will be great on my camping trips.,1.0,1.0
"Conclusion

Please, if you're building an HTPC, get this card.",0.0,0.0
This has power plus  about half the roar found in that AND it also has a fold-out handle for use.,0.0,0.0
"Also in the photo is a levoit air purifier (which really helps get rid of the stink), the IRIS open top litterbox, and the scoop is hooked on the side.",0.0,0.0
"I'm in the process of building out a ""Strobist(tm)""-type studio flash system.",0.0,0.0
"It also seems to be cut too large for the case, possibly to aid in opening, but I think that contributes to the problem as well.",1.0,1.0
and manages to get into the front seat when I leave the car.,0.0,0.0
"It's a good table for a reasonable price, and it's a good size I recomended to my daugther an my sons",1.0,1.0
Nice thick pieces.,1.0,1.0
Other VGA cables work perfectly and can run my dual monitors at 1920 x 1080 but these cables do not.,1.0,1.0
Turns mechanical drives into paperweights or a solid backup device.,0.0,0.0
I also tried plugging them into the USB port on the TV itself and the LEDs lit up no problem.,0.0,0.0
My husband and I both use it morning and night to get the wrinkles out of clothing.,0.0,0.0
Sounds are very low.,0.0,0.0
Returned this item.,0.0,0.0
Just got it last week and the best thing I like about this scale is that it will show your measurements (in my case I use grams) one gram at a time.,0.0,0.0
Will buy locally at end of season,0.0,0.0
This provides a decent seal (given the correct size) so it could be used with liquids.,1.0,1.0
Delivery and setup was flawless.,1.0,1.0
best hdmi cables ever I will always order this brand for now on..,0.0,0.0
Connects easily and is comfortable to type.,1.0,1.0
I'm to much of a rock lover.,0.0,0.0
Setting an alarm or the time zone (because you didn't read the manual and missed your chance when you first powered up the clock) is not always intuitive so keep the manual handy until you get the hang of it.,1.0,1.0
Nice and sturdy.,1.0,1.0
The food roll is boxed with bubble packing and arrived within a day or two after I placed my order.,0.0,0.0
"When yo buy a CFK knife, go into the bush with confidence.",0.0,0.0
We have bought this product for years.,0.0,0.0
"He absolutely  loves it, but I was a little  surprised  at how short it is.",1.0,0.0
Just perfect for me.,1.0,1.0
For the price this is an excellent value.,1.0,1.0
I think it ultimately comes down to brand loyalty.,1.0,1.0
"Speaking of cleaning, I never throw anything away (other than maybe the polishing pad).",0.0,0.0
"While this Roku Streaming Stick works, I sure with ROKU was as receptive with its customers as Amazon is.",1.0,1.0
"One worked, one didn't.",0.0,0.0
Lots of water with a hint of Nag Champa fragrance.,0.0,0.0
"Made a personalized insert, great gift.",1.0,1.0
"My previous review of this product is 3/5, but it has improved quite a lot.",0.0,0.0
I bought it for $16.96 and I'm surprised to see it is now at $25 but it is worth it.,,0.0
I purchased this card as a replacement for my SanDisk extreme PLUS that went crapped out on our Cancun vacation causing us to lose all our footage on our GoPro.,1.0,1.0
Did I mention my regular professional cleanings & thorough vacuuming before I even started?,0.0,0.0
Once inside our home an intruder will never leave under their own power!,1.0,1.0
Can't wait to see her face!,0.0,0.0
No longer than a dryer cycle.,0.0,0.0
My son sings along to all the songs and dances as well.,0.0,0.0
"Perfect length, all my friends are jealous",1.0,1.0
The accuracy lies within 0.04g now.,0.0,0.0
"However, surprisingly mine came with an 8GB no-name card which is odd given the description.",0.0,0.0
"After using this range for a while now, I'd never go back to gas or regular electric.",0.0,0.0
"Flat terrain, at six feet above sea level, heavily populated.",0.0,0.0
I dropped this blanket in a sandwich bag and it's even lighter in my pack!,0.0,0.0
These couplers are always useful.,0.0,0.0
The raised height prevents my palms from resting on the table.,0.0,0.0
I move it to the side and finally get it in the camera.,1.0,1.0
The included directions are not very helpful and I struggled until I downloaded the correct and updated directions.,0.0,0.0
I've had no issues with any recipes and anything that I've portioned out has been within 1 when compared to the average number of servings listed on the package.,0.0,0.0
Make things so easy and convenient for us.,1.0,1.0
Exactly what I was looking for!,0.0,0.0
"For the price, this thing can't be beat.",0.0,0.0
"The speaker comes with a fiber cable to connect to your TV and if your TV has a fiber port, it is easy to connect.",1.0,0.0
"Another plus for this item is that it doesn't have any chemical smell, as it is safe for pets.",,0.0
"Fun lights,
Only drawback is if you use them where they can be knocked the plastic does seem to snap easily.",1.0,1.0
Works as advertised.,0.0,0.0
"Pros

- Bagless
- Build quality seems good.",1.0,1.0
Wonderful feel and look great.,1.0,1.0
Lets see how time will speak about this case.,0.0,0.0
I found for the cost of this castle it is made from very cheap materials.,1.0,0.0
A great addition to any kitchen!,1.0,1.0
I have been using for one week.,0.0,0.0
I painted the area of the wall that I use it on with screen paint from screenpaintsupply.com at 65.00 a quart and it looks like a giant tv.,1.0,1.0
This saves time and removes the drilling/screwing operational headaches.,0.0,0.0
Great asset to the office,1.0,1.0
"Had a big grin on my face the moment I put it on, lol.",0.0,0.0
"Well, for 40-minutes I stood there and tried to get the heat adjusted to where it would be just right, slightly bubbling.",0.0,0.0
Our cat recently went into heart failure and had to start taking pills five times a day.,0.0,0.0
Don't throw away your USB adapter to read your SD cards because it is definitely easier to use.,,0.0
It works for what it is.,0.0,0.0
My dogs have been wearing them for over a year now and they've held up great and I think the rolled leather is more comfortable for them to wear.,1.0,1.0
Small works great and loved the little case that came with it.,1.0,1.0
I have bought 3 of these.,0.0,0.0
Another thing I don't like is inside there is a rim that liquid collects in.,0.0,0.0
Fits in my pocket.,0.0,0.0
Only problem is the base is thicker than normal and they won't fit in my rack.,1.0,1.0
Saves closet space.,0.0,0.0
"I also wear them a little higher on my waist because of the size, but after playing in them, I feel like that's how they're supposed to be worn vs a pair of low rise jeans.",,1.0
I ordered this for my kids for Christmas (they are both preschool age) and enjoy them very much!,0.0,0.0
"Great item, shipped fast.",1.0,1.0
The whole thing took less than ten minutes.,0.0,0.0
in a double sized plastic clamshell (boo!),0.0,0.0
This collar did the trick!,0.0,0.0
"My scissors gave thirty years of fault-free service before I lent the knife to my wife, who handed it back ten minutes later with the scissor spring buckled.",0.0,0.0
"Other than that, I am very pleased.",1.0,1.0
Excellent - the small changes made from the earlier addition I have work quite well for me.,1.0,1.0
I have washed and dried it already and it comes out beautifully.,1.0,1.0
"My son's happy, We are happy",1.0,1.0
Shop around!,0.0,0.0
"grrr.. but hey, they fixed the wifi/LAN connect-only-if-the-moon-is-full issue, so I'm sure they'll get around to it..",1.0,1.0
"It has twin seals, easily seals out most of the aroma.",1.0,1.0
"very nice, will buy another one",1.0,1.0
"Fits poorly with the container, paint chipping off and material quality is bad and seems will break anytime.",1.0,1.0
I would purchase another in a heartbeat!,0.0,0.0
"Once I returned I ended up building one of them out with a follow focus, matte box and a shoulder rig.",0.0,0.0
Works good.,1.0,1.0
My first cast iron pan so not sure what to expect.,1.0,1.0
This easily pulls it up and off of our kitty.,1.0,1.0
Great product...,1.0,1.0
"I think that for the price this is a very sturdy, well made unit.",0.0,1.0
This medicine ball came perfect right out of the box.,1.0,1.0
MMA training son didn't like this.,0.0,0.0
Nice quality and works well.,1.0,1.0
"If a single incredibly tactile surface is okay, this is awesome.",1.0,1.0
Because  it's retractable  I am able to pack it up in my purse for daily  touchups.,0.0,0.0
"And that's ... well, that's about all you can really say.",0.0,0.0
It can measure the weights in ounces or grams.,0.0,0.0
"Well made, good looking, and my silverware drawer would even make Martha Stewart jealous!",1.0,1.0
Our pony founders on an annual basis so he always had to be stalled while the others got to graze.,0.0,0.0
"Quality item, fits up easily.",1.0,1.0
Looks really cool!,1.0,1.0
This is super cute!,1.0,1.0
Arrows go really far and its cool at night.,1.0,1.0
This cable was a life saver.,0.0,0.0
"The ear was ripped off of it when it arrived, but it was in the plastic sack so I can tape it on.",0.0,0.0
This sub has exceeded my expectations.,0.0,0.0
Fits and works as it's supposed to.,0.0,0.0
AMAZING waffle maker!!!,1.0,1.0
"Other colors are fun to switch to for morning, day and evening, and there's quite a few brightness settings.",0.0,0.0
But it seems fairly sturdy and it will hold up.,1.0,1.0
The light on the top of the Fisher Price one is more viewable and this one doesn't have great volume.,1.0,1.0
"Bottom of pan is not perfectly flat so it is useless for
a glass stove top.",0.0,0.0
I needed an accent pillow to go with my bed set and found this pillow.,0.0,0.0
Really happy with these table runners.,1.0,1.0
Works good,1.0,1.0
This timer is excellent and we can hear the tone when the timer counts down to zero.,1.0,1.0
"When she makes her daily smoothies, they turn out too frothy and airy.",0.0,0.0
He also likes tumblers.,0.0,0.0
Great Compact Camera,1.0,1.0
I 'd  buy this again for another mattress.,0.0,0.0
The goluk app is really easy to use once you understand the interface.,1.0,1.0
Why the ziploc?,0.0,0.0
I have had the DSLR for about a week now and still have lots to experiment (play) with.,0.0,0.0
I purchased these Velcro wraps for my office to wrap cords from computers and other equipment.,0.0,0.0
Don't waste your money.,0.0,0.0
Sexiest case ever.,0.0,0.0
LOTS OF FUN ...LOVE THE DISNEY CHARACTERS,0.0,0.0
"With Fall season right around the corner, decided to get this OTA DVR as a backup for our Directv for local channels.",0.0,0.0
"I bought 2 last year, and had to purchase more!",0.0,0.0
We may be making an art project of it.,0.0,0.0
"Oh and though it now recognizes usb drives formatted with NTSF and can use it, it cant reformat usb drive to NTSF, you have to do that on your computer.",0.0,0.0
"These little quarter sheet pans are the perfect companion to ""Sheet Pan Suppers"", the brilliant new cookbook by Molly Gilbert.",1.0,1.0
It is a very handsome bookcase and sturdy for the hard cover books that I have placed on it.,1.0,1.0
"It's a bit heavy, but for a 17 inch laptop with the power it packs, it's a fair compromise.",1.0,1.0
This is a beautiful piece of wood!!!,1.0,1.0
Beautiful display of my coffee.,1.0,1.0
Excellent storage containers!,1.0,1.0
It took me a few seconds to really snap the cover on but it's great.,0.0,0.0
The water still tasted disgusting and the water I drank upset my stomach.,1.0,1.0
Does need to be replaced about every 2 years due to wear.,0.0,0.0
Good quality cables.,1.0,1.0
"It works, but you can't move it around very much.",0.0,0.0
This is replacing a 3-4 year old Hoover steam mop at about the same pricing level.,0.0,0.0
The SpareHand Malibu Plus Dual Rack does the job nicely if you have room in your garage or on a covered porch.,1.0,1.0
It worked seamless.,0.0,0.0
"I paid attention to the headset itself, and it is well made with durable components.",0.0,0.0
"It's durable, fun and better designed than similar items.",0.0,0.0
She uses it for school papers and it's super cute.,1.0,1.0
It's easy to use.,1.0,1.0
These are great 3D glasses.,1.0,1.0
Looks like it could keep dust and other nonsense out of the cups too.,0.0,0.0
Would've given this laptop 5 stars if it were not for the over-use of plastic.,0.0,0.0
"Yeah the pictures is a little blurry when you are up close to it, but this isn't a piece of vinyl, its fabric so I think everyone could have been a little kinder of the slamming it for not being sharp.",,1.0
"Used with Windows 8.1 and Kodi with no issues or setup, I just used a USB Extension cable to get some extra range from my desktop (under a desk)",0.0,0.0
"They sent me a useless male to male end USB cable that doesn't fit the port on this, which is called a USB 3.0 micro type B plug.",0.0,0.0
There have been a couple of times that the lenses have fogged up briefly:  both were after swimming in a cold pool and then standing in very hot summer air for a bit--taking them off for half a minute solved the problem.,1.0,1.0
"This pillow however, was too thin for me.",1.0,1.0
"The Denon surely seems to have more of what I want with regards to support for multiple zones, although at 8 pounds lighter I am questioning the quality of its amps and power supply relative to the Yamaha.",0.0,0.0
"If you found this review helpful, please vote ""yes"" below!",0.0,0.0
"Hooked up a 2.5"" WD 1TB via USB.",0.0,0.0
"Here is what I discovered:

  This particular unit is HUGE.",1.0,0.0
My son used regular golf balls but an adult would most likely damage the unit using regular balls.,0.0,0.0
"This product offers a clever way to keep your headphones or headset neatly stored off the side of a desk, table or other flat surface.",0.0,0.0
"Keep in mind, this is not a zoom lens.",0.0,0.0
If you spend effort to get the shot you can create some amazing results with these lenses.,1.0,1.0
Though this would be good for a young child but next time i will just buy an inexpensive regular camera.,0.0,0.0
I've owned these same since they 1st came out several years ago...,0.0,0.0
Wished I had found it years ago.,0.0,0.0
This is a low cost high quality mouse that works very well.,0.0,0.0
BAD CHOICE.,1.0,1.0
Only three princesses but lots of display spaces in the typical cheap plastic mold castle.,1.0,1.0
Worth the cost and obviously we'd buy it again!,0.0,0.0
Stock sheath is garbage.,0.0,0.0
I am now considering returning it.,0.0,0.0
"It is good and I will not pan it here, but it does not produce anything like this under one hundred dollar machine does.",1.0,1.0
The app is a bit quirky and I was not able to start my free trial of the  Cloud+ Premium Services.,1.0,1.0
"I loved the quality of it, but I have to say it is expensive too!",1.0,0.0
I have to take the batteries completely out of the grip when not in use or else I come back to a dead camera.,0.0,0.0
They came.,0.0,0.0
This cable has worked great so far.,1.0,1.0
This chair is VERY SMALL and awkward to sit in.,1.0,1.0
Gave these to my daughter at graduation.,0.0,0.0
"I checked specs on quite a few ""small"" cameras for a shoot I did over 12 days in 2016 in Spain.",0.0,0.0
"It's no worse than the LCD on any other point and shoot camera, but anyone used to the viewfinder on a DSLR will be frustrated.",0.0,0.0
Sturdy and no mounting.,0.0,0.0
This was a decent purchase.,1.0,1.0
This pet bed seemed to be a great solution.,1.0,1.0
Loved having my 1st tea party with my granddaughter!,1.0,1.0
Cute craft for my niece.,1.0,1.0
I think these are a great product but they're tough for my Lhasa to chew.,1.0,1.0
Four stars because they pop a part kinda easy.,1.0,1.0
"So these AT&T Go-phones have very effectively had their Wifi permanently castrated by Nokia, most likely at the behest of AT&T, to force users to use an AT&T data plan.",1.0,1.0
Good product sometimes the bullets can be a bit finicky and only work if placed just so in the gun.,1.0,1.0
Cool puzzle!,1.0,1.0
"They're nice, thick, and sturdy and pleasantly scented (pretty strong smell, definitely covers up the smell of the waste).",1.0,1.0
"It is light, sharp, and flicks out nicely.",1.0,1.0
Perfect to stuff into a red-you-know-the-name dog toy!,1.0,1.0
"Awesome buy, will definitely buy again.",1.0,1.0
"I found it among the listings for bookcases and shelves, as I was browsing for ideas for storage in my studio.",0.0,0.0
"Good port selection - YAY for 3 USB ports, HUZZAH for a regular HDMI port, WHOOPEE for a regular ethernet port, YAHOOO for a real card reader!",0.0,0.0
I use it to train and also get to work.,0.0,0.0
"This miniature perfume tray is cute in the picture, but awful in reality.",1.0,1.0
Kids are loving riding this around towed by the boat.,1.0,1.0
"For my gathering, this wonky stand was not usable.",0.0,0.0
The pass through AC plug great to have as we were able to plug the surge protector plug in strips into those on both computers.,1.0,1.0
Would purchase again (and probably will!,0.0,0.0
"That said, there is one pretty clear pro and con for the Rift that I think are fair points to make:

PRO: The thinner, single-cable solution of the Oculus Rift is much more manageable and less trip-likely than the thicker/fatter multi-cable bundle of the HTC Vive.",,1.0
This solves my problem.,0.0,0.0
Let's start with the PROs first.,0.0,0.0
We bought it for every bathroom we have in our house.,0.0,0.0
"One word of advice, be careful!",1.0,1.0
"Did just what was advertised, I was able to convert a bunch of 8MM tapes for my family as an Xmas gift - into a digital format on my computer.",0.0,0.0
"As advertised
Looks okay but far as quality goes you get what you paid for.",1.0,1.0
Just make sure you're weighing somewhere with minimal vibration.,1.0,1.0
"The size given was  x  inch, when it should have been  x 1 inch.",0.0,0.0
This is a great buy!,1.0,1.0
It was stretchy and the painted part cracked.,0.0,0.0
(Good customer service!),1.0,1.0
I bake ...he cooks.,0.0,0.0
2nd the porthole is a joke as the info is too small to read from across the room - so the panel has to be down.,0.0,0.0
Also consider how you are going to move it around/lift it once you fill it.,0.0,0.0
I got these for holding down my hammock tarp in sandy soil.,0.0,0.0
"As far as package presentation I believe that the Dignis has the better presentation of the two, but the Fiio's is not bad, but it is just mainstream packaging.",1.0,0.0
I painted it black before assembling to go with my latter shelving unit also from Amazon.,0.0,0.0
It is very nice sitting on my kitchen sink.,1.0,1.0
Really really heavy well made solid metal machine.,0.0,0.0
Got these just to swim in the ocean for a little bit of extra kick and confidence in larger surf  without having to use a big snorkeling fin.,0.0,0.0
Magnetic closure is horrible.,1.0,1.0
I still miss shots but now it's all my fault... can't blame it on the camera.,0.0,0.0
"Too bad we have to go to Russia to find an inexpensive accurate air gun, but that is the case here.",1.0,1.0
"Space constraints almost made me order the 6"", however I took a chance.",0.0,0.0
not sure if it's a bluetooth thing or what.,1.0,1.0
And if you want basic black instead of stainless steel.,0.0,0.0
Perfect for casual Martinis!,1.0,1.0
"My daughter loves her stool, which she carts from room to room so she can ""stand up tall.""",0.0,0.0
It worked great for me from a distance of over 50 feet.,1.0,1.0
Simple to use.,0.0,0.0
"I'll will keep it and find a use for it, but be careful.....",1.0,1.0
Perfect weight for my and my teens.,1.0,1.0
It is not glossy but a canvas feel to it which is nice and subtle.,1.0,1.0
Timex is known for affordability and quality so I was looking forward to trying the Ironman Road Trainer.,0.0,0.0
"The plastic pieces did not fit together easily, and it is unlikely that a small child (around 4 years old) would be able to assemble any of it by themselves.",,0.0
I'm so happy and my puppy loves them!,1.0,1.0
"It's unfortunate, because otherwise this might be the perfect remote.",1.0,1.0
It looks like a 5 dollar compass.,0.0,0.0
"I also got him a clip on light for night-reading, since mine has been good to me.",1.0,1.0
"I also wanted a recorder but have Direct TV which it wouldn't work with..also I live in a RURAL area with limits on data, speed and pricey.",0.0,0.0
"What happens is I take a sip and hardly anything comes out, so I sip again and tilt it up further to get some more because I think it must be almost gone and...coffee all over my sweater.",,1.0
So i ordered for 300 on Amazon.,0.0,0.0
"However, I run my truck exclusively on 3S.",0.0,0.0
But they are lightweight and very comfortable.,1.0,1.0
"I listen to music, audio books and TV and the quality is excellent.",1.0,1.0
"For some reason, my phone (HTC DNA) doesn't work with the phone button, so I can't answer calls but I really don't expect to do that while in the shower.",0.0,0.0
Call an electrician if you aren't handy.,1.0,1.0
Product b is wrap and roll extremely tight that causes ripples especially during this season when it is cold.,1.0,0.0
Great price!,1.0,1.0
"Better price, more bags for my money,  AND these  actually feel nicer!",0.0,0.0
"They work great, but don't empty the entire packet of catnip.",1.0,1.0
It works - I like it.,0.0,0.0
The only thing that I regret is not getting these sooner!,1.0,1.0
And the clean glass surface just looks so elegant.,1.0,1.0
The bluetooth is awesome and easy to set up.,1.0,1.0
This is an excellent product and I highly recommend it,1.0,1.0
This is a very nice realistic plant.,1.0,1.0
I'm very pleased with my SKLZ Stability Pro Heavy Duty Exercise Ball.,1.0,1.0
The foot assembly you see in the picture that rolls along the floor.,0.0,0.0
It took about six swabs to clean it back to pristine condition.,0.0,0.0
works well,0.0,0.0
Truly the softest sheets!,0.0,0.0
Very happy with this product.,1.0,1.0
Smells so nice.,1.0,1.0
I usually use it on low setting.,0.0,0.0
"It's an all in one, take everywhere cover.",0.0,0.0
Before the idea of getting brake pads positioned correctly was an all day ordeal.,0.0,0.0
"You lose function controls, it's weird.",1.0,1.0
Great product.,1.0,1.0
"The pan is also
non-stick and I mean non-stick.",1.0,1.0
"The tea lights very slightly flicker, not as realistically as a real flame would.",0.0,0.0
"Easy to assemble, took all of 5 min!",1.0,1.0
